0,1,2,3,4,5,6,7,8,9
0.6283349,-0.6532027,-0.9692706,-2.9884925,-0.8735288,0.58640754,0.75976485,0.59976125,-0.6403387,-1.5121894
1.0719213,-0.0070560127,-0.30381763,0.34607273,0.60438657,-0.5987462,1.0553946,0.5095812,0.5945682,1.1656656
0.45529804,0.15748803,-0.024574727,-1.3830011,2.0498004,-0.67256945,1.0275638,-0.51345116,0.002112031,1.0258245
0.38933763,-0.30191675,-0.44426247,-3.0339184,0.16245958,0.8549584,1.0196486,-0.35138774,1.1019478,-0.8300644
-0.490973,0.5972778,-0.16942914,-0.4463298,0.9381047,-1.5850694,1.3054167,1.0255934,-0.4869568,0.5473075
0.78985363,1.4698188,-0.43706077,-1.6981212,0.2849077,-0.45965666,0.7817207,0.8269479,0.08343321,-0.7674668
0.15679577,0.74624264,-0.102536276,-1.4693959,0.39404523,-0.9238758,0.8990497,-0.39544886,-1.0755427,0.23399097
1.1052332,0.4153446,-1.2861714,-1.3956028,-1.849102,-0.13792147,-1.6323539,1.8016365,0.294281,-0.07993737
-0.22614723,0.55323553,0.40356153,-0.36193386,1.0193931,-0.5504482,1.4782771,0.6908127,0.13409442,-0.23145519
0.2529204,0.40500557,-1.4114106,-1.049843,0.7001378,-1.1770245,-0.17897822,0.5550434,-0.54412776,0.034971423
-0.1623672,-0.37017742,-0.6988483,-1.4509372,0.27360287,-0.7123897,1.5081842,0.530535,-0.46680346,-0.62667596
1.2619876,2.0072477,2.057178,0.3256087,-0.9283779,-0.39066717,-0.7274757,0.7827169,-2.5925095,0.8950745
0.8904392,-0.38757205,-0.0641211,-1.8095751,-1.1274712,-0.032928333,1.0467502,0.7799814,0.60619193,-0.4542171
0.2601776,-0.78796506,-0.23356931,-1.3341793,-0.509211,-0.58314,1.4443003,0.24857281,-0.20997596,0.4785439
1.4070365,0.5732648,-1.7600498,-0.40899357,0.3848997,-1.2628046,-1.3602341,1.8967094,-0.13430518,-0.39487875
-0.050891414,0.06874211,-0.83250594,-0.6860446,1.266421,-0.4649741,1.2180237,0.443384,-0.7836182,0.22660479
0.21445394,0.26608258,-0.956278,-0.46028528,0.21250382,-0.31105724,1.761773,-0.49722618,0.7195174,0.707919
0.59378344,-0.7253571,-1.5725386,-1.4027015,0.49246046,1.1272168,-0.77836657,1.457405,-0.5819024,-1.3279376
0.17461729,0.3614565,-0.42015034,-0.5455612,0.5440481,-0.24067013,1.1488236,0.7833785,-1.1753099,-0.21851516
0.5914734,1.0174502,0.09435889,0.5275186,-0.41950652,-0.43981284,1.3997103,0.74900115,-0.091578424,-0.39130357
0.8924059,0.6448231,-0.17834783,-0.55609405,-0.74682695,-0.6685188,0.87767,0.2940005,0.8512966,0.41462216
-0.3542341,-0.80522263,0.44413352,-1.128946,0.3946057,-1.3035573,1.0678114,-0.35877436,0.88277835,0.6020565
1.1846901,-0.5201576,-0.9186031,-2.0727677,-2.2567275,0.500335,1.0964639,0.7267822,-0.37472486,-0.92241704
